#species id	cell-line names	
species:ncbi:10090	C5 cell-lines|C5 celllines|C5 cellline|C5 cells|C5 cell|C5 cell-line
species:ncbi:9606	C5 cell-lines|C5 celllines|C5 cellline|C5 cells|C5 cell|C5 cell-line
species:ncbi:10090	MB III   (de Bruyn-Gey) celllines|MB III   (de Bruyn-Gey) cellline|MB III   (de Bruyn-Gey) cell-line|MB III   (de Bruyn-Gey) cell|MB III   (de Bruyn-Gey) cells|MB III   (de Bruyn-Gey) cell-lines
species:ncbi:9606	IGF099/80 cellline|IGF099/80 cell-line|IGF099/80 cells|IGF099/80 cell-lines|IGF099/80 celllines|IGF099/80 cell
species:ncbi:9606	R-B92 cellline|R-B92 cells|R-B92 celllines|R-B92 cell|R-B92 cell-lines|R-B92 cell-line
species:ncbi:9606	SV-HUC-1 cell-lines|SV-HUC-1 cells|SV-HUC-1 cell-line|SV-HUC-1 celllines|SV-HUC-1 cellline|SV-HUC-1 cell
species:ncbi:10090	UC10-4F10-11 cells|UC10-4F10-11 celllines|UC10-4F10-11 cell-line|UC10-4F10-11 cell-lines|UC10-4F10-11 cell|UC10-4F10-11 cellline
species:ncbi:10090	CNC 127I cellline|CNC 127I cell|CNC 127I celllines|CNC 127I cells|CNC 127I cell-line|CNC 127I cell-lines
species:ncbi:9606	SK-OV-3 celllines|SK-OV-3 cellline|SK-OV-3 cell-line|SK-OV-3 cells|SK-OV-3 cell-lines|SK-OV-3 cell
species:ncbi:9606	BP86 cellline|BP86 celllines|BP86 cells|BP86 cell|BP86 cell-line|BP86 cell-lines
species:ncbi:9606	IGF106/79 cell|IGF106/79 cells|IGF106/79 cell-line|IGF106/79 cell-lines|IGF106/79 cellline|IGF106/79 celllines
species:ncbi:9606	fR2 cells|fR2 cell|fR2 cellline|fR2 cell-line|fR2 cell-lines|fR2 celllines
species:ncbi:9606	LCL-HO cell|LCL-HO cellline|LCL-HO cell-line|LCL-HO cell-lines|LCL-HO celllines|LCL-HO cells
species:ncbi:10090	7-34-1 celllines|7-34-1 cell|7-34-1 cell-line|7-34-1 cell-lines|7-34-1 cellline|7-34-1 cells
species:ncbi:9606	IGF062/87 cell|IGF062/87 cell-lines|IGF062/87 cell-line|IGF062/87 cellline|IGF062/87 celllines|IGF062/87 cells
species:ncbi:9606	IGF070/78 cell|IGF070/78 cell-line|IGF070/78 celllines|IGF070/78 cells|IGF070/78 cell-lines|IGF070/78 cellline
species:ncbi:9606	Ron Har cell-lines|Ron Har cellline|Ron Har cell-line|Ron Har celllines|Ron Har cell|Ron Har cells
species:ncbi:9606	IGF099/79 cell-lines|IGF099/79 cell|IGF099/79 cellline|IGF099/79 cell-line|IGF099/79 celllines|IGF099/79 cells
species:ncbi:9606	Hs 27 cell|Hs 27 cell-lines|Hs 27 cell-line|Hs 27 cellline|Hs 27 celllines|Hs 27 cells
species:ncbi:10090	UC1B cell-lines|UC1B cells|UC1B cellline|UC1B celllines|UC1B cell-line|UC1B cell
species:ncbi:9606	MDA-MB-330 cell-line|MDA-MB-330 cell|MDA-MB-330 cells|MDA-MB-330 cell-lines|MDA-MB-330 celllines|MDA-MB-330 cellline
species:ncbi:10090	BP107.2.2 cellline|BP107.2.2 cell|BP107.2.2 cells|BP107.2.2 celllines|BP107.2.2 cell-line|BP107.2.2 cell-lines
species:ncbi:9606	SK-PN-DW cells|SK-PN-DW celllines|SK-PN-DW cell|SK-PN-DW cell-lines|SK-PN-DW cell-line|SK-PN-DW cellline
species:ncbi:10090	UC1BC2 cell-lines|UC1BC2 cellline|UC1BC2 cell|UC1BC2 cells|UC1BC2 celllines|UC1BC2 cell-line
species:ncbi:9606	CN96 cell-lines|CN96 cell-line|CN96 cell|CN96 cells|CN96 cellline|CN96 celllines
species:ncbi:9606	IGF106/78 cell-lines|IGF106/78 cells|IGF106/78 celllines|IGF106/78 cellline|IGF106/78 cell-line|IGF106/78 cell
species:ncbi:9606	fR5 cell-lines|fR5 cell-line|fR5 cellline|fR5 cells|fR5 celllines|fR5 cell
species:ncbi:9606	RO82-W-1 cell-lines|RO82-W-1 cell-line|RO82-W-1 celllines|RO82-W-1 cellline|RO82-W-1 cells|RO82-W-1 cell
species:ncbi:9606	IGF062/88 cell|IGF062/88 cellline|IGF062/88 cells|IGF062/88 cell-line|IGF062/88 celllines|IGF062/88 cell-lines
species:ncbi:9606	LCL-N cell|LCL-N cell-lines|LCL-N cellline|LCL-N cells|LCL-N cell-line|LCL-N celllines
species:ncbi:9606	IGF099/78 cells|IGF099/78 cell|IGF099/78 cell-line|IGF099/78 celllines|IGF099/78 cellline|IGF099/78 cell-lines
species:ncbi:9606	Hs 274.T cell|Hs 274.T cells|Hs 274.T cell-lines|Hs 274.T cell-line|Hs 274.T celllines|Hs 274.T cellline
species:ncbi:10116	424 MPSV wt cell-line|424 MPSV wt cells|424 MPSV wt cell|424 MPSV wt cell-lines|424 MPSV wt cellline|424 MPSV wt celllines
species:ncbi:10090	LA-4 cell-lines|LA-4 cell-line|LA-4 celllines|LA-4 cell|LA-4 cellline|LA-4 cells
species:ncbi:10090	UC1BC1 cell-lines|UC1BC1 cell-line|UC1BC1 cellline|UC1BC1 celllines|UC1BC1 cells|UC1BC1 cell
species:ncbi:9606	IGF065/77 cell-line|IGF065/77 cellline|IGF065/77 cell|IGF065/77 celllines|IGF065/77 cell-lines|IGF065/77 cells
species:ncbi:9606	SP87M celllines|SP87M cell-line|SP87M cell|SP87M cell-lines|SP87M cells|SP87M cellline
species:ncbi:9606	R-P 91f celllines|R-P 91f cellline|R-P 91f cell-line|R-P 91f cell|R-P 91f cell-lines|R-P 91f cells
species:ncbi:9606	IGF069/95 cell-lines|IGF069/95 cellline|IGF069/95 celllines|IGF069/95 cells|IGF069/95 cell|IGF069/95 cell-line
species:ncbi:9606	GA-10 cell-line|GA-10 cellline|GA-10 cell|GA-10 cells|GA-10 cell-lines|GA-10 celllines
species:ncbi:10090	B16VDxR celllines|B16VDxR cellline|B16VDxR cells|B16VDxR cell-line|B16VDxR cell|B16VDxR cell-lines
species:ncbi:9606	C-N95 celllines|C-N95 cell|C-N95 cell-lines|C-N95 cellline|C-N95 cell-line|C-N95 cells
species:ncbi:9606	B-P94 cells|B-P94 cell-line|B-P94 cell-lines|B-P94 cell|B-P94 celllines|B-P94 cellline
species:ncbi:9606	IGF065/79 celllines|IGF065/79 cell-lines|IGF065/79 cell-line|IGF065/79 cell|IGF065/79 cellline|IGF065/79 cells
species:ncbi:9606	IGF071/92 cell-lines|IGF071/92 cell|IGF071/92 cells|IGF071/92 cell-line|IGF071/92 cellline|IGF071/92 celllines
species:ncbi:10090	BW5147 cell-lines|BW5147 celllines|BW5147 cellline|BW5147 cells|BW5147 cell-line|BW5147 cell
species:ncbi:10116	LA7 cell-lines|LA7 cellline|LA7 cell|LA7 cells|LA7 cell-line|LA7 celllines
species:ncbi:9606	S-P95 cell-lines|S-P95 cells|S-P95 cellline|S-P95 cell-line|S-P95 celllines|S-P95 cell
species:ncbi:10090	C44 celllines|C44 cell-line|C44 cell|C44 cells|C44 cellline|C44 cell-lines
species:ncbi:9606	Daoy cellline|Daoy celllines|Daoy cell|Daoy cell-lines|Daoy cell-line|Daoy cells
species:ncbi:9606	IGF070/76 cell-line|IGF070/76 celllines|IGF070/76 cells|IGF070/76 cell-lines|IGF070/76 cellline|IGF070/76 cell
species:ncbi:9606	5637 cell-line|5637 cells|5637 cell-lines|5637 celllines|5637 cellline|5637 cell
species:ncbi:9606	LCL-HIV cell-line|LCL-HIV celllines|LCL-HIV cell|LCL-HIV cell-lines|LCL-HIV cells|LCL-HIV cellline
species:ncbi:9606	R-P 91a celllines|R-P 91a cells|R-P 91a cell|R-P 91a cell-lines|R-P 91a cellline|R-P 91a cell-line
species:ncbi:10090	B16V cell-line|B16V celllines|B16V cell|B16V cellline|B16V cells|B16V cell-lines
species:ncbi:9606	C-N90 cell|C-N90 celllines|C-N90 cellline|C-N90 cells|C-N90 cell-lines|C-N90 cell-line
species:ncbi:9606	IGF106/80 cell-lines|IGF106/80 cellline|IGF106/80 cell-line|IGF106/80 celllines|IGF106/80 cells|IGF106/80 cell
species:ncbi:9606	B-P91 cell-lines|B-P91 cell-line|B-P91 celllines|B-P91 cell|B-P91 cells|B-P91 cellline
species:ncbi:9606	IGF065/80 cell-line|IGF065/80 cell-lines|IGF065/80 celllines|IGF065/80 cells|IGF065/80 cellline|IGF065/80 cell
species:ncbi:9606	L-A86 cell|L-A86 cell-lines|L-A86 cellline|L-A86 celllines|L-A86 cells|L-A86 cell-line
species:ncbi:10090	BW1J cellline|BW1J celllines|BW1J cell|BW1J cell-lines|BW1J cell-line|BW1J cells
species:ncbi:9606	IGF071/93 celllines|IGF071/93 cell|IGF071/93 cell-line|IGF071/93 cells|IGF071/93 cell-lines|IGF071/93 cellline
species:ncbi:7091	SPC-BM-36 cell|SPC-BM-36 cell-line|SPC-BM-36 celllines|SPC-BM-36 cell-lines|SPC-BM-36 cellline|SPC-BM-36 cells
species:ncbi:9606	IGF062/91 cell-line|IGF062/91 cell|IGF062/91 cellline|IGF062/91 celllines|IGF062/91 cells|IGF062/91 cell-lines
species:ncbi:9606	IGF069/92 cells|IGF069/92 cell|IGF069/92 celllines|IGF069/92 cell-line|IGF069/92 cellline|IGF069/92 cell-lines
species:ncbi:10090	B19 cell-line|B19 cell-lines|B19 celllines|B19 cellline|B19 cell|B19 cells
species:ncbi:9606	VM-CUB1 cell-lines|VM-CUB1 cell-line|VM-CUB1 cell|VM-CUB1 cells|VM-CUB1 celllines|VM-CUB1 cellline
species:ncbi:9606	IGF065/81 celllines|IGF065/81 cell-lines|IGF065/81 cell-line|IGF065/81 cell|IGF065/81 cellline|IGF065/81 cells
species:ncbi:9606	LA92 celllines|LA92 cell-lines|LA92 cellline|LA92 cell|LA92 cell-line|LA92 cells
species:ncbi:9823	SPEV cell|SPEV cell-lines|SPEV celllines|SPEV cells|SPEV cellline|SPEV cell-line
species:ncbi:10090	BA-G5 cells|BA-G5 celllines|BA-G5 cell-line|BA-G5 cellline|BA-G5 cell|BA-G5 cell-lines
species:ncbi:10090	BVD2-23B6.4 cell-lines|BVD2-23B6.4 cellline|BVD2-23B6.4 cells|BVD2-23B6.4 cell-line|BVD2-23B6.4 cell|BVD2-23B6.4 celllines
species:ncbi:10116	BVD2-23B6.4 cell-lines|BVD2-23B6.4 cellline|BVD2-23B6.4 cells|BVD2-23B6.4 cell-line|BVD2-23B6.4 cell|BVD2-23B6.4 celllines
species:ncbi:9606	C4PV cell-lines|C4PV cell|C4PV cell-line|C4PV celllines|C4PV cells|C4PV cellline
species:ncbi:9606	RP88 celllines|RP88 cellline|RP88 cell|RP88 cell-line|RP88 cells|RP88 cell-lines
species:ncbi:9606	IGF069/93 cells|IGF069/93 cell|IGF069/93 cell-lines|IGF069/93 cellline|IGF069/93 celllines|IGF069/93 cell-line
species:ncbi:10090	SWLA3 cell-line|SWLA3 cell|SWLA3 cells|SWLA3 celllines|SWLA3 cellline|SWLA3 cell-lines
species:ncbi:10090	B18 cells|B18 celllines|B18 cell-lines|B18 cell|B18 cellline|B18 cell-line
species:ncbi:9606	LA96 cell-line|LA96 cells|LA96 cell-lines|LA96 cellline|LA96 cell|LA96 celllines
species:ncbi:9606	IGF065/83 cells|IGF065/83 celllines|IGF065/83 cell|IGF065/83 cell-lines|IGF065/83 cell-line|IGF065/83 cellline
species:ncbi:10090	BVD2-21C11.3 cell-line|BVD2-21C11.3 celllines|BVD2-21C11.3 cells|BVD2-21C11.3 cellline|BVD2-21C11.3 cell-lines|BVD2-21C11.3 cell
species:ncbi:10116	BVD2-21C11.3 cell-line|BVD2-21C11.3 celllines|BVD2-21C11.3 cells|BVD2-21C11.3 cellline|BVD2-21C11.3 cell-lines|BVD2-21C11.3 cell
species:ncbi:9606	C-4I celllines|C-4I cells|C-4I cell|C-4I cell-lines|C-4I cellline|C-4I cell-line
species:ncbi:10090	BCL1 Clone CW13.20-3B3 cell-line|BCL1 Clone CW13.20-3B3 cellline|BCL1 Clone CW13.20-3B3 cells|BCL1 Clone CW13.20-3B3 celllines|BCL1 Clone CW13.20-3B3 cell|BCL1 Clone CW13.20-3B3 cell-lines
species:ncbi:9606	HeLa229 cells|HeLa229 cell|HeLa229 cellline|HeLa229 celllines|HeLa229 cell-lines|HeLa229 cell-line
species:ncbi:9606	IGF064/95 cell-lines|IGF064/95 cell-line|IGF064/95 celllines|IGF064/95 cell|IGF064/95 cells|IGF064/95 cellline
species:ncbi:10090	LA3ß2mHC2 cell-lines|LA3ß2mHC2 cell-line|LA3ß2mHC2 cell|LA3ß2mHC2 cells|LA3ß2mHC2 celllines|LA3ß2mHC2 cellline
species:ncbi:9606	V-M88 cell|V-M88 cell-line|V-M88 cells|V-M88 cellline|V-M88 celllines|V-M88 cell-lines
species:ncbi:9606	IGF071/95 cellline|IGF071/95 cells|IGF071/95 celllines|IGF071/95 cell-lines|IGF071/95 cell-line|IGF071/95 cell
species:ncbi:10090	55-83 cell|55-83 cellline|55-83 cells|55-83 cell-lines|55-83 cell-line|55-83 celllines
species:ncbi:10090	11B11 cell-line|11B11 celllines|11B11 cellline|11B11 cells|11B11 cell|11B11 cell-lines
species:ncbi:10116	11B11 cell-line|11B11 celllines|11B11 cellline|11B11 cells|11B11 cell|11B11 cell-lines
species:ncbi:10090	G-8 cells|G-8 celllines|G-8 cell|G-8 cell-line|G-8 cell-lines|G-8 cellline
species:ncbi:9606	SW948 cells|SW948 cell|SW948 celllines|SW948 cell-lines|SW948 cell-line|SW948 cellline
species:ncbi:9606	HRT-18 cellline|HRT-18 cell|HRT-18 cell-line|HRT-18 cell-lines|HRT-18 cells|HRT-18 celllines
species:ncbi:9606	IGF077/79 cell-lines|IGF077/79 cell-line|IGF077/79 celllines|IGF077/79 cellline|IGF077/79 cell|IGF077/79 cells
species:ncbi:10090	Swiss SFME cell-line|Swiss SFME celllines|Swiss SFME cells|Swiss SFME cell|Swiss SFME cell-lines|Swiss SFME cellline
species:ncbi:9606	HELA-S3 celllines|HELA-S3 cell-line|HELA-S3 cell-lines|HELA-S3 cell|HELA-S3 cells|HELA-S3 cellline
species:ncbi:9606	IGF072/76 celllines|IGF072/76 cellline|IGF072/76 cell|IGF072/76 cells|IGF072/76 cell-line|IGF072/76 cell-lines
species:ncbi:9606	VM89 cellline|VM89 cell-line|VM89 cell|VM89 celllines|VM89 cells|VM89 cell-lines
species:ncbi:9606	Ga Va celllines|Ga Va cell-line|Ga Va cells|Ga Va cell-lines|Ga Va cell|Ga Va cellline
species:ncbi:10090	Swiss-3T3 celllines|Swiss-3T3 cell-lines|Swiss-3T3 cell|Swiss-3T3 cell-line|Swiss-3T3 cellline|Swiss-3T3 cells
species:ncbi:10090	55-6 cell-lines|55-6 celllines|55-6 cellline|55-6 cell-line|55-6 cells|55-6 cell
species:ncbi:10090	P3.6.2.8.1 celllines|P3.6.2.8.1 cells|P3.6.2.8.1 cellline|P3.6.2.8.1 cell-lines|P3.6.2.8.1 cell|P3.6.2.8.1 cell-line
species:ncbi:9606	HRT-18G celllines|HRT-18G cell|HRT-18G cellline|HRT-18G cells|HRT-18G cell-lines|HRT-18G cell-line
species:ncbi:9606	IGF077/80 cell-lines|IGF077/80 cell|IGF077/80 cell-line|IGF077/80 cellline|IGF077/80 cells|IGF077/80 celllines
species:ncbi:10090	SWLA1 cellline|SWLA1 cell|SWLA1 cell-lines|SWLA1 celllines|SWLA1 cell-line|SWLA1 cells
species:ncbi:9606	B-CPAP cell|B-CPAP cellline|B-CPAP cell-lines|B-CPAP celllines|B-CPAP cell-line|B-CPAP cells
species:ncbi:9606	VLN6H2 cell-line|VLN6H2 cell-lines|VLN6H2 cellline|VLN6H2 cells|VLN6H2 celllines|VLN6H2 cell
species:ncbi:9606	HE-LU(Rifkin) cellline|HE-LU(Rifkin) cell-line|HE-LU(Rifkin) celllines|HE-LU(Rifkin) cell|HE-LU(Rifkin) cells|HE-LU(Rifkin) cell-lines
species:ncbi:9606	IGF072/77 cell-line|IGF072/77 cell-lines|IGF072/77 cellline|IGF072/77 cells|IGF072/77 cell|IGF072/77 celllines
species:ncbi:10090	B1B3 cell-line|B1B3 celllines|B1B3 cellline|B1B3 cell-lines|B1B3 cells|B1B3 cell
species:ncbi:9606	HR5 cell-lines|HR5 celllines|HR5 cells|HR5 cellline|HR5 cell|HR5 cell-line
species:ncbi:10090	P3 NS1 Ag4 cell-line|P3 NS1 Ag4 cell|P3 NS1 Ag4 cells|P3 NS1 Ag4 celllines|P3 NS1 Ag4 cell-lines|P3 NS1 Ag4 cellline
species:ncbi:9606	G-402 cell-lines|G-402 cellline|G-402 cells|G-402 celllines|G-402 cell|G-402 cell-line
species:ncbi:10090	559/64-D 100, 10, 1 cellline|559/64-D 100, 10, 1 cells|559/64-D 100, 10, 1 cell|559/64-D 100, 10, 1 celllines|559/64-D 100, 10, 1 cell-lines|559/64-D 100, 10, 1 cell-line
species:ncbi:9606	559/64-D 100, 10, 1 cellline|559/64-D 100, 10, 1 cells|559/64-D 100, 10, 1 cell|559/64-D 100, 10, 1 celllines|559/64-D 100, 10, 1 cell-lines|559/64-D 100, 10, 1 cell-line
species:ncbi:10090	116-13.1 cell|116-13.1 celllines|116-13.1 cell-lines|116-13.1 cell-line|116-13.1 cells|116-13.1 cellline
species:ncbi:9823	SPEV-13-D5-TK- cellline|SPEV-13-D5-TK- cell-lines|SPEV-13-D5-TK- cell|SPEV-13-D5-TK- cells|SPEV-13-D5-TK- celllines|SPEV-13-D5-TK- cell-line
species:ncbi:10090	SWLA2 cell-line|SWLA2 cellline|SWLA2 cells|SWLA2 celllines|SWLA2 cell-lines|SWLA2 cell
species:ncbi:9606	BCP-1 cell-lines|BCP-1 cells|BCP-1 cellline|BCP-1 cell|BCP-1 cell-line|BCP-1 celllines
species:ncbi:10090	BW5147(T200–a) 5.2 cell-lines|BW5147(T200–a) 5.2 cell-line|BW5147(T200–a) 5.2 celllines|BW5147(T200–a) 5.2 cellline|BW5147(T200–a) 5.2 cell|BW5147(T200–a) 5.2 cells
species:ncbi:10090	VM-2 cells|VM-2 cell-line|VM-2 cellline|VM-2 cell|VM-2 cell-lines|VM-2 celllines
species:ncbi:9606	IGF072/78 cell-lines|IGF072/78 celllines|IGF072/78 cell|IGF072/78 cellline|IGF072/78 cells|IGF072/78 cell-line
species:ncbi:10090	M195 cell-lines|M195 cells|M195 cellline|M195 cell|M195 cell-line|M195 celllines
species:ncbi:9606	IGF077/78 cells|IGF077/78 cellline|IGF077/78 cell|IGF077/78 celllines|IGF077/78 cell-line|IGF077/78 cell-lines
species:ncbi:10090	558-D 100, 10, 1 cells|558-D 100, 10, 1 celllines|558-D 100, 10, 1 cell-lines|558-D 100, 10, 1 cellline|558-D 100, 10, 1 cell|558-D 100, 10, 1 cell-line
species:ncbi:9606	558-D 100, 10, 1 cells|558-D 100, 10, 1 celllines|558-D 100, 10, 1 cell-lines|558-D 100, 10, 1 cellline|558-D 100, 10, 1 cell|558-D 100, 10, 1 cell-line
species:ncbi:10090	P3 8D2 (SCRF 43.1) cell-line|P3 8D2 (SCRF 43.1) cell|P3 8D2 (SCRF 43.1) cellline|P3 8D2 (SCRF 43.1) celllines|P3 8D2 (SCRF 43.1) cell-lines|P3 8D2 (SCRF 43.1) cells
species:ncbi:9606	HR5-CL11 celllines|HR5-CL11 cell-line|HR5-CL11 cellline|HR5-CL11 cell-lines|HR5-CL11 cells|HR5-CL11 cell
species:ncbi:10090	G-7 cell-lines|G-7 cellline|G-7 cell|G-7 celllines|G-7 cells|G-7 cell-line
species:ncbi:9606	SPI-801 cells|SPI-801 cell-line|SPI-801 celllines|SPI-801 cell-lines|SPI-801 cellline|SPI-801 cell
species:ncbi:9606	MDA-MB-175-VII cell-lines|MDA-MB-175-VII cell|MDA-MB-175-VII celllines|MDA-MB-175-VII cells|MDA-MB-175-VII cell-line|MDA-MB-175-VII cellline
species:ncbi:9606	SKW 6.4 cell-lines|SKW 6.4 celllines|SKW 6.4 cellline|SKW 6.4 cells|SKW 6.4 cell-line|SKW 6.4 cell
species:ncbi:9606	Hs 275.Sk celllines|Hs 275.Sk cell|Hs 275.Sk cells|Hs 275.Sk cellline|Hs 275.Sk cell-lines|Hs 275.Sk cell-line
species:ncbi:9606	Hs 67.Th cellline|Hs 67.Th cell-line|Hs 67.Th celllines|Hs 67.Th cell-lines|Hs 67.Th cell|Hs 67.Th cells
species:ncbi:10116	424 MPSV ts cell|424 MPSV ts cell-lines|424 MPSV ts cellline|424 MPSV ts cell-line|424 MPSV ts cells|424 MPSV ts celllines
species:ncbi:9606	May Roy cell|May Roy celllines|May Roy cell-line|May Roy cell-lines|May Roy cellline|May Roy cells
species:ncbi:9606	MB 157 cell-line|MB 157 cell|MB 157 cells|MB 157 celllines|MB 157 cell-lines|MB 157 cellline
species:ncbi:9606	A431NS cell-line|A431NS cell-lines|A431NS celllines|A431NS cell|A431NS cellline|A431NS cells
species:ncbi:10090	P3 88 D1 cells|P3 88 D1 cell-line|P3 88 D1 cell-lines|P3 88 D1 cellline|P3 88 D1 cell|P3 88 D1 celllines
species:ncbi:10090	11-5.2.1.9 cell-lines|11-5.2.1.9 celllines|11-5.2.1.9 cell|11-5.2.1.9 cellline|11-5.2.1.9 cells|11-5.2.1.9 cell-line
species:ncbi:10090	PAB-100 celllines|PAB-100 cell-lines|PAB-100 cells|PAB-100 cell-line|PAB-100 cellline|PAB-100 cell
species:ncbi:9606	IGF056/80 cellline|IGF056/80 cell|IGF056/80 cell-lines|IGF056/80 cell-line|IGF056/80 cells|IGF056/80 celllines
species:ncbi:10090	SVEC4-10EE2 cell|SVEC4-10EE2 cellline|SVEC4-10EE2 cell-line|SVEC4-10EE2 cells|SVEC4-10EE2 celllines|SVEC4-10EE2 cell-lines
species:ncbi:9606	IGF039/98 cellline|IGF039/98 celllines|IGF039/98 cells|IGF039/98 cell-lines|IGF039/98 cell|IGF039/98 cell-line
species:ncbi:9606	MDA-MB-231 cell|MDA-MB-231 cells|MDA-MB-231 cell-line|MDA-MB-231 cellline|MDA-MB-231 celllines|MDA-MB-231 cell-lines
species:ncbi:9606	Murphy cell|Murphy cell-line|Murphy cellline|Murphy cell-lines|Murphy celllines|Murphy cells
species:ncbi:10090	42.08.07 cell|42.08.07 cell-lines|42.08.07 cells|42.08.07 celllines|42.08.07 cellline|42.08.07 cell-line
species:ncbi:9606	Hs 67 cell-line|Hs 67 cell|Hs 67 cell-lines|Hs 67 cellline|Hs 67 cells|Hs 67 celllines
species:ncbi:9606	Hs 277.T celllines|Hs 277.T cellline|Hs 277.T cells|Hs 277.T cell-lines|Hs 277.T cell-line|Hs 277.T cell
species:ncbi:9606	BD-215 cells|BD-215 cell-line|BD-215 cell|BD-215 celllines|BD-215 cell-lines|BD-215 cellline
species:ncbi:10090	P3 6D4 (SCRF 43.1) cell-line|P3 6D4 (SCRF 43.1) cellline|P3 6D4 (SCRF 43.1) cells|P3 6D4 (SCRF 43.1) cell|P3 6D4 (SCRF 43.1) cell-lines|P3 6D4 (SCRF 43.1) celllines
species:ncbi:10090	MB 40.3 cellline|MB 40.3 celllines|MB 40.3 cell-lines|MB 40.3 cell-line|MB 40.3 cells|MB 40.3 cell
species:ncbi:10090	116 cell-lines|116 cellline|116 cell-line|116 celllines|116 cells|116 cell
species:ncbi:9606	IGF056/81 cell-lines|IGF056/81 celllines|IGF056/81 cell-line|IGF056/81 cellline|IGF056/81 cell|IGF056/81 cells
species:ncbi:9606	A-431 celllines|A-431 cell-lines|A-431 cells|A-431 cell-line|A-431 cellline|A-431 cell
species:ncbi:10090	SVEC4-10EHR1 celllines|SVEC4-10EHR1 cellline|SVEC4-10EHR1 cell|SVEC4-10EHR1 cell-lines|SVEC4-10EHR1 cells|SVEC4-10EHR1 cell-line
species:ncbi:10090	416B cell|416B cell-lines|416B cells|416B cellline|416B celllines|416B cell-line
species:ncbi:9606	SVCT cell-line|SVCT cell|SVCT cell-lines|SVCT celllines|SVCT cellline|SVCT cells
species:ncbi:10116	MAT-LyLu cellline|MAT-LyLu cell|MAT-LyLu cell-line|MAT-LyLu cell-lines|MAT-LyLu celllines|MAT-LyLu cells
species:ncbi:9606	IGF098/92 cellline|IGF098/92 cells|IGF098/92 celllines|IGF098/92 cell-lines|IGF098/92 cell|IGF098/92 cell-line
species:ncbi:9606	HeLa S3 cell|HeLa S3 cellline|HeLa S3 cells|HeLa S3 cell-lines|HeLa S3 cell-line|HeLa S3 celllines
species:ncbi:10090	PAB-1620 cell-line|PAB-1620 cell-lines|PAB-1620 cells|PAB-1620 cell|PAB-1620 celllines|PAB-1620 cellline
species:ncbi:9606	Hs 1.Int cells|Hs 1.Int cellline|Hs 1.Int cell|Hs 1.Int celllines|Hs 1.Int cell-line|Hs 1.Int cell-lines
species:ncbi:10090	74-22-15A cellline|74-22-15A cell|74-22-15A cell-line|74-22-15A cells|74-22-15A cell-lines|74-22-15A celllines
species:ncbi:9606	LCLC-97TM1 cells|LCLC-97TM1 celllines|LCLC-97TM1 cell-line|LCLC-97TM1 cellline|LCLC-97TM1 cell-lines|LCLC-97TM1 cell
species:ncbi:9606	IGF056/78 cell|IGF056/78 cell-lines|IGF056/78 celllines|IGF056/78 cell-line|IGF056/78 cellline|IGF056/78 cells
species:ncbi:9606	IGF077/81 cell|IGF077/81 celllines|IGF077/81 cell-line|IGF077/81 cellline|IGF077/81 cells|IGF077/81 cell-lines
species:ncbi:9606	SK-UT-1B cell-line|SK-UT-1B celllines|SK-UT-1B cellline|SK-UT-1B cells|SK-UT-1B cell|SK-UT-1B cell-lines
species:ncbi:10090	M2-10B4 celllines|M2-10B4 cellline|M2-10B4 cells|M2-10B4 cell-lines|M2-10B4 cell-line|M2-10B4 cell
species:ncbi:10090	413-15D12 cellline|413-15D12 celllines|413-15D12 cell|413-15D12 cell-lines|413-15D12 cell-line|413-15D12 cells
species:ncbi:9606	MDA-MB-157 cell-line|MDA-MB-157 cells|MDA-MB-157 celllines|MDA-MB-157 cellline|MDA-MB-157 cell-lines|MDA-MB-157 cell
species:ncbi:10116	MAT-Ly-Lu-B-2 celllines|MAT-Ly-Lu-B-2 cell-lines|MAT-Ly-Lu-B-2 cell|MAT-Ly-Lu-B-2 cells|MAT-Ly-Lu-B-2 cell-line|MAT-Ly-Lu-B-2 cellline
species:ncbi:9606	HeLa TK- cellline|HeLa TK- cells|HeLa TK- celllines|HeLa TK- cell-lines|HeLa TK- cell-line|HeLa TK- cell
species:ncbi:9606	IGF098/90 cell-line|IGF098/90 cells|IGF098/90 cell-lines|IGF098/90 cellline|IGF098/90 cell|IGF098/90 celllines
species:ncbi:10090	74-22-15 cell|74-22-15 cell-lines|74-22-15 celllines|74-22-15 cellline|74-22-15 cells|74-22-15 cell-line
species:ncbi:9606	IGF056/79 cell-line|IGF056/79 cell|IGF056/79 cells|IGF056/79 cell-lines|IGF056/79 celllines|IGF056/79 cellline
species:ncbi:10090	PAB-122 cell-lines|PAB-122 celllines|PAB-122 cell|PAB-122 cellline|PAB-122 cell-line|PAB-122 cells
species:ncbi:9606	MDA-MB-134-VI celllines|MDA-MB-134-VI cellline|MDA-MB-134-VI cell-lines|MDA-MB-134-VI cell-line|MDA-MB-134-VI cells|MDA-MB-134-VI cell
species:ncbi:10090	SVEC4-10 cellline|SVEC4-10 cell-lines|SVEC4-10 cells|SVEC4-10 cell-line|SVEC4-10 celllines|SVEC4-10 cell
species:ncbi:9606	SKNSH88 cell-line|SKNSH88 celllines|SKNSH88 cellline|SKNSH88 cell-lines|SKNSH88 cells|SKNSH88 cell
species:ncbi:9606	IGF106/82 celllines|IGF106/82 cell-line|IGF106/82 cell-lines|IGF106/82 cellline|IGF106/82 cells|IGF106/82 cell
