#species id	cell-line names	
species:ncbi:9606	PVBC-OI464 celllines|PVBC-OI464 cell-lines|PVBC-OI464 cellline|PVBC-OI464 cell|PVBC-OI464 cell-line|PVBC-OI464 cells
species:ncbi:9606	IMG-673 cell|IMG-673 celllines|IMG-673 cellline|IMG-673 cells|IMG-673 cell-line|IMG-673 cell-lines
species:ncbi:9606	PVBC-OI462 cells|PVBC-OI462 cell-lines|PVBC-OI462 cell|PVBC-OI462 cellline|PVBC-OI462 celllines|PVBC-OI462 cell-line
species:ncbi:10090	A6 ATL cellline|A6 ATL cell-line|A6 ATL cells|A6 ATL cell|A6 ATL cell-lines|A6 ATL celllines
species:ncbi:9606	IGF046/89 cellline|IGF046/89 cells|IGF046/89 cell-line|IGF046/89 cell-lines|IGF046/89 celllines|IGF046/89 cell
species:ncbi:9606	H33HJ-JA1 cell-lines|H33HJ-JA1 cell|H33HJ-JA1 celllines|H33HJ-JA1 cellline|H33HJ-JA1 cells|H33HJ-JA1 cell-line
species:ncbi:9913	GM7372 cells|GM7372 cell-lines|GM7372 cell|GM7372 cellline|GM7372 celllines|GM7372 cell-line
species:ncbi:9606	IGF046/90 cells|IGF046/90 celllines|IGF046/90 cell-lines|IGF046/90 cell-line|IGF046/90 cell|IGF046/90 cellline
species:ncbi:9606	IMG-915 cell-lines|IMG-915 cell|IMG-915 cell-line|IMG-915 celllines|IMG-915 cellline|IMG-915 cells
species:ncbi:9606	PVBC-OI197 celllines|PVBC-OI197 cellline|PVBC-OI197 cell-line|PVBC-OI197 cell|PVBC-OI197 cell-lines|PVBC-OI197 cells
species:ncbi:9606	I1094 cell-line|I1094 cells|I1094 celllines|I1094 cellline|I1094 cell-lines|I1094 cell
species:ncbi:9606	IMG-920 cell-line|IMG-920 cells|IMG-920 celllines|IMG-920 cellline|IMG-920 cell|IMG-920 cell-lines
species:ncbi:9606	PVBC-OI204 cell-line|PVBC-OI204 cell-lines|PVBC-OI204 cells|PVBC-OI204 cellline|PVBC-OI204 cell|PVBC-OI204 celllines
species:ncbi:9606	IMG-909 cells|IMG-909 cell-lines|IMG-909 celllines|IMG-909 cell-line|IMG-909 cell|IMG-909 cellline
species:ncbi:9606	LNCAP cellline|LNCAP cell-lines|LNCAP cells|LNCAP cell-line|LNCAP celllines|LNCAP cell
species:ncbi:9606	IGF163/83 celllines|IGF163/83 cell|IGF163/83 cellline|IGF163/83 cell-line|IGF163/83 cells|IGF163/83 cell-lines
species:ncbi:9606	IMG-911 cell-line|IMG-911 cells|IMG-911 cell|IMG-911 cell-lines|IMG-911 celllines|IMG-911 cellline
species:ncbi:9606	IGF164/83 cell-lines|IGF164/83 celllines|IGF164/83 cell-line|IGF164/83 cells|IGF164/83 cellline|IGF164/83 cell
species:ncbi:9606	IGF123/91 celllines|IGF123/91 cell-line|IGF123/91 cell-lines|IGF123/91 cellline|IGF123/91 cells|IGF123/91 cell
species:ncbi:9606	PVBC-OI193 celllines|PVBC-OI193 cell-line|PVBC-OI193 cells|PVBC-OI193 cell-lines|PVBC-OI193 cellline|PVBC-OI193 cell
species:ncbi:9606	I1686 celllines|I1686 cell|I1686 cell-line|I1686 cellline|I1686 cells|I1686 cell-lines
species:ncbi:9606	IGF165/83 cellline|IGF165/83 cells|IGF165/83 cell-lines|IGF165/83 celllines|IGF165/83 cell|IGF165/83 cell-line
species:ncbi:9606	IGF045/80 cellline|IGF045/80 celllines|IGF045/80 cells|IGF045/80 cell|IGF045/80 cell-line|IGF045/80 cell-lines
species:ncbi:9606	IGF033/89 cellline|IGF033/89 cells|IGF033/89 celllines|IGF033/89 cell|IGF033/89 cell-lines|IGF033/89 cell-line
species:ncbi:9606	IGF045/81 cell|IGF045/81 celllines|IGF045/81 cellline|IGF045/81 cell-lines|IGF045/81 cells|IGF045/81 cell-line
species:ncbi:9606	IGF166/83 cell-line|IGF166/83 cells|IGF166/83 cell-lines|IGF166/83 cellline|IGF166/83 cell|IGF166/83 celllines
species:ncbi:9606	IGF033/88 cell|IGF033/88 cell-lines|IGF033/88 cellline|IGF033/88 cell-line|IGF033/88 celllines|IGF033/88 cells
species:ncbi:9606	IMG-908 cell-lines|IMG-908 cells|IMG-908 cell-line|IMG-908 cell|IMG-908 celllines|IMG-908 cellline
species:ncbi:9606	IGF045/79 celllines|IGF045/79 cell|IGF045/79 cellline|IGF045/79 cells|IGF045/79 cell-lines|IGF045/79 cell-line
species:ncbi:9606	IGF137/83 cell-line|IGF137/83 cells|IGF137/83 cell|IGF137/83 cellline|IGF137/83 celllines|IGF137/83 cell-lines
species:ncbi:9606	Hep-2 celllines|Hep-2 cell-lines|Hep-2 cell-line|Hep-2 cells|Hep-2 cell|Hep-2 cellline
species:ncbi:9606	IGF033/87 cells|IGF033/87 cellline|IGF033/87 cell|IGF033/87 cell-lines|IGF033/87 celllines|IGF033/87 cell-line
species:ncbi:10090	R/3.2-L cells|R/3.2-L cell|R/3.2-L cell-line|R/3.2-L cell-lines|R/3.2-L celllines|R/3.2-L cellline
species:ncbi:9606	Hep-2C cellline|Hep-2C cells|Hep-2C celllines|Hep-2C cell|Hep-2C cell-line|Hep-2C cell-lines
species:ncbi:9606	PVBC-OI205 cells|PVBC-OI205 cell|PVBC-OI205 cell-line|PVBC-OI205 cellline|PVBC-OI205 cell-lines|PVBC-OI205 celllines
species:ncbi:9606	IMG-1132 cell-lines|IMG-1132 cells|IMG-1132 cell-line|IMG-1132 cellline|IMG-1132 celllines|IMG-1132 cell
species:ncbi:9606	Hep2 (Clone 2B) cell|Hep2 (Clone 2B) cellline|Hep2 (Clone 2B) cell-lines|Hep2 (Clone 2B) celllines|Hep2 (Clone 2B) cells|Hep2 (Clone 2B) cell-line
species:ncbi:9606	IGF045/82 celllines|IGF045/82 cells|IGF045/82 cellline|IGF045/82 cell-line|IGF045/82 cell-lines|IGF045/82 cell
species:ncbi:9606	PVBC-OI206 celllines|PVBC-OI206 cellline|PVBC-OI206 cell|PVBC-OI206 cell-line|PVBC-OI206 cells|PVBC-OI206 cell-lines
species:ncbi:9606	IGF136/82 cellline|IGF136/82 celllines|IGF136/82 cell-lines|IGF136/82 cell-line|IGF136/82 cell|IGF136/82 cells
species:ncbi:9606	IMG-1134 cell-lines|IMG-1134 cells|IMG-1134 celllines|IMG-1134 cell-line|IMG-1134 cellline|IMG-1134 cell
species:ncbi:9606	IGV005/93 cell-line|IGV005/93 cell-lines|IGV005/93 celllines|IGV005/93 cellline|IGV005/93 cells|IGV005/93 cell
species:ncbi:9606	IMG-1135 cell-line|IMG-1135 cellline|IMG-1135 cell-lines|IMG-1135 cell|IMG-1135 celllines|IMG-1135 cells
species:ncbi:9606	IGF136/83 cell|IGF136/83 celllines|IGF136/83 cellline|IGF136/83 cells|IGF136/83 cell-lines|IGF136/83 cell-line
species:ncbi:9606	IGF033/86 celllines|IGF033/86 cell|IGF033/86 cells|IGF033/86 cell-line|IGF033/86 cell-lines|IGF033/86 cellline
species:ncbi:9606	IMG-1136 cellline|IMG-1136 cells|IMG-1136 cell-line|IMG-1136 cell|IMG-1136 cell-lines|IMG-1136 celllines
species:ncbi:9606	IGF135/83 cell-line|IGF135/83 celllines|IGF135/83 cell-lines|IGF135/83 cellline|IGF135/83 cells|IGF135/83 cell
species:ncbi:9606	IGF045/84 cell|IGF045/84 cell-lines|IGF045/84 cell-line|IGF045/84 cellline|IGF045/84 cells|IGF045/84 celllines
species:ncbi:9606	IGF033/85 cell-line|IGF033/85 celllines|IGF033/85 cells|IGF033/85 cell|IGF033/85 cell-lines|IGF033/85 cellline
species:ncbi:9606	IGV003/90 cell|IGV003/90 celllines|IGV003/90 cell-lines|IGV003/90 cells|IGV003/90 cell-line|IGV003/90 cellline
species:ncbi:9606	IMG-1137 cell-line|IMG-1137 cell-lines|IMG-1137 cells|IMG-1137 cellline|IMG-1137 celllines|IMG-1137 cell
species:ncbi:9606	IGF136/80 cell-line|IGF136/80 cell|IGF136/80 celllines|IGF136/80 cells|IGF136/80 cell-lines|IGF136/80 cellline
species:ncbi:9606	IMG-653 cell-line|IMG-653 cells|IMG-653 cellline|IMG-653 cell-lines|IMG-653 cell|IMG-653 celllines
species:ncbi:9606	IGF045/83 cell-line|IGF045/83 cells|IGF045/83 celllines|IGF045/83 cellline|IGF045/83 cell-lines|IGF045/83 cell
species:ncbi:9606	IGF033/84 cellline|IGF033/84 celllines|IGF033/84 cell-lines|IGF033/84 cell|IGF033/84 cell-line|IGF033/84 cells
species:ncbi:9606	IGV003/93 cell-lines|IGV003/93 celllines|IGV003/93 cells|IGV003/93 cell|IGV003/93 cell-line|IGV003/93 cellline
species:ncbi:9606	R-G196 cell|R-G196 cell-line|R-G196 celllines|R-G196 cell-lines|R-G196 cellline|R-G196 cells
species:ncbi:9606	IGF035/97 cellline|IGF035/97 cell|IGF035/97 cell-lines|IGF035/97 celllines|IGF035/97 cells|IGF035/97 cell-line
species:ncbi:9606	IGF123/81 cell|IGF123/81 cell-line|IGF123/81 celllines|IGF123/81 cells|IGF123/81 cell-lines|IGF123/81 cellline
species:ncbi:9606	IGF026/92 cells|IGF026/92 cellline|IGF026/92 cell-lines|IGF026/92 cell|IGF026/92 celllines|IGF026/92 cell-line
species:ncbi:9606	IGF035/96 cell|IGF035/96 cells|IGF035/96 cellline|IGF035/96 cell-line|IGF035/96 celllines|IGF035/96 cell-lines
species:ncbi:9606	LN-405 cell-lines|LN-405 cell|LN-405 celllines|LN-405 cell-line|LN-405 cellline|LN-405 cells
species:ncbi:9606	IGF123/82 cellline|IGF123/82 cell-line|IGF123/82 cells|IGF123/82 cell-lines|IGF123/82 celllines|IGF123/82 cell
species:ncbi:10090	R/R1H-L cell-lines|R/R1H-L cell-line|R/R1H-L celllines|R/R1H-L cells|R/R1H-L cellline|R/R1H-L cell
species:ncbi:9606	IGV001/99 cell-line|IGV001/99 cell-lines|IGV001/99 celllines|IGV001/99 cell|IGV001/99 cells|IGV001/99 cellline
species:ncbi:9606	IGF026/93 cellline|IGF026/93 cell-line|IGF026/93 cell-lines|IGF026/93 celllines|IGF026/93 cells|IGF026/93 cell
species:ncbi:9606	IGF026/89 cell-lines|IGF026/89 cell-line|IGF026/89 cell|IGF026/89 cellline|IGF026/89 celllines|IGF026/89 cells
species:ncbi:9606	GS83ls cell|GS83ls cell-lines|GS83ls cellline|GS83ls cells|GS83ls cell-line|GS83ls celllines
species:ncbi:9606	IGF123/83 celllines|IGF123/83 cellline|IGF123/83 cells|IGF123/83 cell|IGF123/83 cell-line|IGF123/83 cell-lines
species:ncbi:9606	IMG-907 cell-line|IMG-907 cells|IMG-907 cell-lines|IMG-907 cell|IMG-907 celllines|IMG-907 cellline
species:ncbi:9606	LM-M92 cell-line|LM-M92 cells|LM-M92 cell|LM-M92 cell-lines|LM-M92 cellline|LM-M92 celllines
species:ncbi:9606	IGF137/80 cellline|IGF137/80 cells|IGF137/80 cell|IGF137/80 cell-line|IGF137/80 celllines|IGF137/80 cell-lines
species:ncbi:9606	IGF026/90 celllines|IGF026/90 cell-lines|IGF026/90 cellline|IGF026/90 cell-line|IGF026/90 cells|IGF026/90 cell
species:ncbi:9606	IGF035/98 cell-lines|IGF035/98 cell|IGF035/98 cell-line|IGF035/98 celllines|IGF035/98 cellline|IGF035/98 cells
species:ncbi:9606	IGF123/85 cells|IGF123/85 cell-line|IGF123/85 cell-lines|IGF123/85 celllines|IGF123/85 cellline|IGF123/85 cell
species:ncbi:9606	GS83f cell|GS83f cell-line|GS83f cellline|GS83f cells|GS83f cell-lines|GS83f celllines
species:ncbi:9606	IGF123/84 cell-line|IGF123/84 cell|IGF123/84 celllines|IGF123/84 cellline|IGF123/84 cells|IGF123/84 cell-lines
species:ncbi:9606	IGF026/91 celllines|IGF026/91 cells|IGF026/91 cell-lines|IGF026/91 cell|IGF026/91 cellline|IGF026/91 cell-line
species:ncbi:9606	IST-MEL2 cell-line|IST-MEL2 cellline|IST-MEL2 cell-lines|IST-MEL2 cells|IST-MEL2 cell|IST-MEL2 celllines
species:ncbi:9606	IMG-906 cellline|IMG-906 cell-line|IMG-906 cell-lines|IMG-906 celllines|IMG-906 cells|IMG-906 cell
species:ncbi:9606	IGL006/00 cellline|IGL006/00 cell-line|IGL006/00 cell-lines|IGL006/00 celllines|IGL006/00 cell|IGL006/00 cells
species:ncbi:9606	PVBC-OI185 cell-line|PVBC-OI185 celllines|PVBC-OI185 cell-lines|PVBC-OI185 cell|PVBC-OI185 cells|PVBC-OI185 cellline
species:ncbi:9606	GR-M cells|GR-M cell|GR-M celllines|GR-M cell-line|GR-M cellline|GR-M cell-lines
species:ncbi:9606	IMG-905 cell-lines|IMG-905 cell-line|IMG-905 cells|IMG-905 celllines|IMG-905 cell|IMG-905 cellline
species:ncbi:9606	IGL005/99 cell-lines|IGL005/99 cells|IGL005/99 cell|IGL005/99 cell-line|IGL005/99 cellline|IGL005/99 celllines
species:ncbi:9606	PVBC-OI184 celllines|PVBC-OI184 cell|PVBC-OI184 cell-line|PVBC-OI184 cell-lines|PVBC-OI184 cellline|PVBC-OI184 cells
species:ncbi:9606	IMG-895 celllines|IMG-895 cells|IMG-895 cell|IMG-895 cell-line|IMG-895 cell-lines|IMG-895 cellline
species:ncbi:9606	IST-MES1 celllines|IST-MES1 cells|IST-MES1 cell-lines|IST-MES1 cellline|IST-MES1 cell-line|IST-MES1 cell
species:ncbi:9606	IST-MEL3 cellline|IST-MEL3 celllines|IST-MEL3 cell-lines|IST-MEL3 cell-line|IST-MEL3 cell|IST-MEL3 cells
species:ncbi:9606	IMG-884 cell|IMG-884 cellline|IMG-884 cells|IMG-884 celllines|IMG-884 cell-lines|IMG-884 cell-line
species:ncbi:9606	IGL006/01 cell|IGL006/01 celllines|IGL006/01 cell-lines|IGL006/01 cell-line|IGL006/01 cellline|IGL006/01 cells
species:ncbi:9606	IST-SL1 cell-line|IST-SL1 celllines|IST-SL1 cells|IST-SL1 cellline|IST-SL1 cell-lines|IST-SL1 cell
species:ncbi:9606	IGF049/95 celllines|IGF049/95 cell|IGF049/95 cell-lines|IGF049/95 cells|IGF049/95 cellline|IGF049/95 cell-line
species:ncbi:9606	IST-MES2 cell-lines|IST-MES2 cellline|IST-MES2 cell-line|IST-MES2 cells|IST-MES2 cell|IST-MES2 celllines
species:ncbi:9606	IGF049/96 cellline|IGF049/96 cell-lines|IGF049/96 celllines|IGF049/96 cell|IGF049/96 cell-line|IGF049/96 cells
species:ncbi:9606	PVBC-OI189 celllines|PVBC-OI189 cell-line|PVBC-OI189 cell-lines|PVBC-OI189 cells|PVBC-OI189 cellline|PVBC-OI189 cell
species:ncbi:9606	IMG-1143 celllines|IMG-1143 cell|IMG-1143 cells|IMG-1143 cell-line|IMG-1143 cellline|IMG-1143 cell-lines
species:ncbi:9606	Hs1.Tes cell|Hs1.Tes cell-line|Hs1.Tes cells|Hs1.Tes celllines|Hs1.Tes cell-lines|Hs1.Tes cellline
species:ncbi:9606	PVBC-OI187 cells|PVBC-OI187 cellline|PVBC-OI187 celllines|PVBC-OI187 cell-line|PVBC-OI187 cell-lines|PVBC-OI187 cell
species:ncbi:9606	IGF049/93 cell-line|IGF049/93 celllines|IGF049/93 cell-lines|IGF049/93 cells|IGF049/93 cell|IGF049/93 cellline
species:ncbi:9606	QV-R94 cell-line|QV-R94 cell|QV-R94 celllines|QV-R94 cell-lines|QV-R94 cells|QV-R94 cellline
species:ncbi:9606	IMG-1140 cell-line|IMG-1140 cellline|IMG-1140 cell|IMG-1140 celllines|IMG-1140 cell-lines|IMG-1140 cells
species:ncbi:9606	PVBC-OI186 celllines|PVBC-OI186 cells|PVBC-OI186 cell|PVBC-OI186 cell-lines|PVBC-OI186 cellline|PVBC-OI186 cell-line
species:ncbi:9606	IGF049/94 cell-line|IGF049/94 celllines|IGF049/94 cells|IGF049/94 cell-lines|IGF049/94 cellline|IGF049/94 cell
species:ncbi:9606	IMG-1145 cell-lines|IMG-1145 cells|IMG-1145 cell|IMG-1145 cellline|IMG-1145 cell-line|IMG-1145 celllines
species:ncbi:9606	IGF134/83 cellline|IGF134/83 cell-line|IGF134/83 cells|IGF134/83 cell-lines|IGF134/83 cell|IGF134/83 celllines
species:ncbi:9606	HEP-3B cell|HEP-3B cells|HEP-3B celllines|HEP-3B cell-line|HEP-3B cell-lines|HEP-3B cellline
species:ncbi:9606	IGF123/80 cell-line|IGF123/80 cells|IGF123/80 cellline|IGF123/80 cell|IGF123/80 cell-lines|IGF123/80 celllines
species:ncbi:9606	IGF049/92 cell|IGF049/92 cell-line|IGF049/92 cell-lines|IGF049/92 cellline|IGF049/92 celllines|IGF049/92 cells
species:ncbi:9606	IGF134/82 cell|IGF134/82 cell-line|IGF134/82 cell-lines|IGF134/82 celllines|IGF134/82 cells|IGF134/82 cellline
species:ncbi:9606	IMG-1144 cell|IMG-1144 cell-lines|IMG-1144 celllines|IMG-1144 cellline|IMG-1144 cell-line|IMG-1144 cells
species:ncbi:9606	R D cell|R D celllines|R D cell-line|R D cellline|R D cell-lines|R D cells
species:ncbi:9606	IGF134/80 cell-lines|IGF134/80 cell-line|IGF134/80 cells|IGF134/80 cellline|IGF134/80 celllines|IGF134/80 cell
species:ncbi:9606	FH 93 cellline|FH 93 cell-line|FH 93 cell-lines|FH 93 cells|FH 93 celllines|FH 93 cell
species:ncbi:9606	IGF033/90 cellline|IGF033/90 cell|IGF033/90 cells|IGF033/90 cell-lines|IGF033/90 celllines|IGF033/90 cell-line
species:ncbi:9606	IGV009/96 celllines|IGV009/96 cells|IGV009/96 cell-line|IGV009/96 cellline|IGV009/96 cell-lines|IGV009/96 cell
species:ncbi:9986	R 9 ab cells|R 9 ab cell|R 9 ab celllines|R 9 ab cellline|R 9 ab cell-lines|R 9 ab cell-line
species:ncbi:9606	IMG-1146 cells|IMG-1146 celllines|IMG-1146 cell-line|IMG-1146 cell|IMG-1146 cell-lines|IMG-1146 cellline
species:ncbi:9606	FH 94 celllines|FH 94 cells|FH 94 cell|FH 94 cell-lines|FH 94 cell-line|FH 94 cellline
species:ncbi:9606	IGF033/91 cell-line|IGF033/91 celllines|IGF033/91 cellline|IGF033/91 cells|IGF033/91 cell-lines|IGF033/91 cell
species:ncbi:9606	IGV009/90 cell|IGV009/90 cell-lines|IGV009/90 celllines|IGV009/90 cellline|IGV009/90 cell-line|IGV009/90 cells
species:ncbi:10116	R 2 C cell-lines|R 2 C cellline|R 2 C cell-line|R 2 C cells|R 2 C celllines|R 2 C cell
species:ncbi:9606	FH 95 cell-lines|FH 95 cell-line|FH 95 cells|FH 95 cell|FH 95 cellline|FH 95 celllines
species:ncbi:9606	IGV008/94 cell-lines|IGV008/94 cell-line|IGV008/94 celllines|IGV008/94 cell|IGV008/94 cellline|IGV008/94 cells
species:ncbi:9606	FH 96 celllines|FH 96 cell-line|FH 96 cellline|FH 96 cells|FH 96 cell-lines|FH 96 cell
species:ncbi:9606	IGV006/99 cell-line|IGV006/99 cellline|IGV006/99 cell-lines|IGV006/99 cells|IGV006/99 cell|IGV006/99 celllines
species:ncbi:9606	FH 97 cell-line|FH 97 celllines|FH 97 cellline|FH 97 cell-lines|FH 97 cell|FH 97 cells
species:ncbi:9606	IGL005/98 cell-line|IGL005/98 cell-lines|IGL005/98 cells|IGL005/98 cellline|IGL005/98 celllines|IGL005/98 cell
species:ncbi:9606	IGF122/91 celllines|IGF122/91 cell-line|IGF122/91 cells|IGF122/91 cell|IGF122/91 cellline|IGF122/91 cell-lines
species:ncbi:119718	Grunt Fin (GF) celllines|Grunt Fin (GF) cell-lines|Grunt Fin (GF) cells|Grunt Fin (GF) cell|Grunt Fin (GF) cell-line|Grunt Fin (GF) cellline
species:ncbi:9606	IGV005/94 cell-line|IGV005/94 celllines|IGV005/94 cell|IGV005/94 cells|IGV005/94 cellline|IGV005/94 cell-lines
species:ncbi:9606	IMG-858 cellline|IMG-858 cell|IMG-858 cells|IMG-858 cell-lines|IMG-858 celllines|IMG-858 cell-line
species:ncbi:9606	IGF122/85 cell-line|IGF122/85 cells|IGF122/85 cell-lines|IGF122/85 cell|IGF122/85 cellline|IGF122/85 celllines
species:ncbi:9606	IGF135/82 cell-line|IGF135/82 cellline|IGF135/82 cells|IGF135/82 cell-lines|IGF135/82 cell|IGF135/82 celllines
species:ncbi:9606	IGL005/97 cell-line|IGL005/97 cells|IGL005/97 cell-lines|IGL005/97 celllines|IGL005/97 cellline|IGL005/97 cell
species:ncbi:9606	IGF122/84 celllines|IGF122/84 cell-lines|IGF122/84 cell-line|IGF122/84 cell|IGF122/84 cellline|IGF122/84 cells
species:ncbi:9606	IMG-857 cells|IMG-857 cell|IMG-857 cell-lines|IMG-857 celllines|IMG-857 cellline|IMG-857 cell-line
species:ncbi:9606	IGF135/80 cells|IGF135/80 cell-lines|IGF135/80 cell|IGF135/80 cell-line|IGF135/80 celllines|IGF135/80 cellline
species:ncbi:9606	IGF098/80 cell-lines|IGF098/80 cellline|IGF098/80 cell|IGF098/80 cell-line|IGF098/80 cells|IGF098/80 celllines
species:ncbi:13123	IPL-LD-65Y cell-lines|IPL-LD-65Y cell|IPL-LD-65Y celllines|IPL-LD-65Y cell-line|IPL-LD-65Y cells|IPL-LD-65Y cellline
species:ncbi:9606	IMG-939 cell-lines|IMG-939 cell|IMG-939 celllines|IMG-939 cell-line|IMG-939 cellline|IMG-939 cells
species:ncbi:10116	PQ cell|PQ cell-lines|PQ cells|PQ cellline|PQ cell-line|PQ celllines
species:ncbi:10116	RENT 4 cellline|RENT 4 cell-line|RENT 4 cell|RENT 4 celllines|RENT 4 cell-lines|RENT 4 cells
species:ncbi:9606	IS94 cell-lines|IS94 cells|IS94 cell|IS94 cell-line|IS94 celllines|IS94 cellline
species:ncbi:10116	PR-1 celllines|PR-1 cell-line|PR-1 cell-lines|PR-1 cell|PR-1 cellline|PR-1 cells
species:ncbi:9606	IMG-940 cell|IMG-940 cellline|IMG-940 cell-line|IMG-940 cell-lines|IMG-940 cells|IMG-940 celllines
species:ncbi:10116	RENT RO1 cell|RENT RO1 cells|RENT RO1 celllines|RENT RO1 cellline|RENT RO1 cell-lines|RENT RO1 cell-line
species:ncbi:9606	IGF049/91 cell-lines|IGF049/91 cells|IGF049/91 cell|IGF049/91 cellline|IGF049/91 cell-line|IGF049/91 celllines
species:ncbi:9606	PVBC-OI383 celllines|PVBC-OI383 cell-lines|PVBC-OI383 cellline|PVBC-OI383 cell-line|PVBC-OI383 cell|PVBC-OI383 cells
species:ncbi:10116	RENT RO3 cellline|RENT RO3 cell-lines|RENT RO3 celllines|RENT RO3 cell-line|RENT RO3 cells|RENT RO3 cell
species:ncbi:9606	IGL006/97 cells|IGL006/97 cell-lines|IGL006/97 celllines|IGL006/97 cellline|IGL006/97 cell-line|IGL006/97 cell
species:ncbi:9606	PVBC-OI384 cellline|PVBC-OI384 cells|PVBC-OI384 celllines|PVBC-OI384 cell-lines|PVBC-OI384 cell|PVBC-OI384 cell-line
species:ncbi:10116	RENT ts3.1 cell-line|RENT ts3.1 celllines|RENT ts3.1 cells|RENT ts3.1 cellline|RENT ts3.1 cell-lines|RENT ts3.1 cell
species:ncbi:9606	FH 84 cell-lines|FH 84 cellline|FH 84 celllines|FH 84 cell-line|FH 84 cell|FH 84 cells
species:ncbi:9606	PVBC-OI160 cellline|PVBC-OI160 celllines|PVBC-OI160 cells|PVBC-OI160 cell-line|PVBC-OI160 cell|PVBC-OI160 cell-lines
species:ncbi:9606	IGL006/98 cell-lines|IGL006/98 cell-line|IGL006/98 cells|IGL006/98 cell|IGL006/98 celllines|IGL006/98 cellline
species:ncbi:10116	RENT tsS1.1 cell-line|RENT tsS1.1 cellline|RENT tsS1.1 cell-lines|RENT tsS1.1 cell|RENT tsS1.1 celllines|RENT tsS1.1 cells
species:ncbi:9606	IST-MEL1 cellline|IST-MEL1 cell-lines|IST-MEL1 celllines|IST-MEL1 cell|IST-MEL1 cell-line|IST-MEL1 cells
species:ncbi:9606	Q-P96 cellline|Q-P96 celllines|Q-P96 cell-lines|Q-P96 cell-line|Q-P96 cells|Q-P96 cell
species:ncbi:9606	PVBC-OI161 cellline|PVBC-OI161 cell|PVBC-OI161 celllines|PVBC-OI161 cells|PVBC-OI161 cell-lines|PVBC-OI161 cell-line
species:ncbi:9940	PO-2 cell-lines|PO-2 cells|PO-2 cellline|PO-2 cell|PO-2 cell-line|PO-2 celllines
species:ncbi:9606	IMG-935 cell-line|IMG-935 celllines|IMG-935 cellline|IMG-935 cell-lines|IMG-935 cells|IMG-935 cell
species:ncbi:9606	PVBC-OI164 celllines|PVBC-OI164 cells|PVBC-OI164 cell-lines|PVBC-OI164 cellline|PVBC-OI164 cell-line|PVBC-OI164 cell
species:ncbi:9606	IGF141/83 cell-line|IGF141/83 cellline|IGF141/83 cell-lines|IGF141/83 cell|IGF141/83 cells|IGF141/83 celllines
species:ncbi:9823	PORTHOS cell-lines|PORTHOS cells|PORTHOS celllines|PORTHOS cell|PORTHOS cell-line|PORTHOS cellline
species:ncbi:9606	Ishikawa (Heraklio) 02 ER- cell-lines|Ishikawa (Heraklio) 02 ER- celllines|Ishikawa (Heraklio) 02 ER- cell-line|Ishikawa (Heraklio) 02 ER- cells|Ishikawa (Heraklio) 02 ER- cellline|Ishikawa (Heraklio) 02 ER- cell
species:ncbi:9606	IGF033/00 cell-lines|IGF033/00 cell-line|IGF033/00 cellline|IGF033/00 cell|IGF033/00 celllines|IGF033/00 cells
species:ncbi:9606	IMG-936 cell-lines|IMG-936 celllines|IMG-936 cell|IMG-936 cells|IMG-936 cell-line|IMG-936 cellline
species:ncbi:9606	PVBC-OI165 cell-lines|PVBC-OI165 cell-line|PVBC-OI165 cell|PVBC-OI165 celllines|PVBC-OI165 cellline|PVBC-OI165 cells
species:ncbi:9606	IGF142/80 cell|IGF142/80 cell-lines|IGF142/80 cellline|IGF142/80 celllines|IGF142/80 cells|IGF142/80 cell-line
species:ncbi:9606	HK 0-45 cell-line|HK 0-45 celllines|HK 0-45 cell|HK 0-45 cell-lines|HK 0-45 cellline|HK 0-45 cells
species:ncbi:9606	IGF045/91 cell-line|IGF045/91 cell|IGF045/91 cells|IGF045/91 celllines|IGF045/91 cellline|IGF045/91 cell-lines
species:ncbi:9823	PPES cellline|PPES cells|PPES cell-line|PPES cell-lines|PPES cell|PPES celllines
species:ncbi:9606	Ishikawa (London) 02ER+ cell-line|Ishikawa (London) 02ER+ celllines|Ishikawa (London) 02ER+ cellline|Ishikawa (London) 02ER+ cell-lines|Ishikawa (London) 02ER+ cell|Ishikawa (London) 02ER+ cells
species:ncbi:9606	IMG-938 cell-lines|IMG-938 cells|IMG-938 cellline|IMG-938 cell|IMG-938 cell-line|IMG-938 celllines
species:ncbi:9606	PVBC-OI172 cellline|PVBC-OI172 cells|PVBC-OI172 cell|PVBC-OI172 celllines|PVBC-OI172 cell-line|PVBC-OI172 cell-lines
species:ncbi:9606	IGF045/92 celllines|IGF045/92 cellline|IGF045/92 cell-line|IGF045/92 cell|IGF045/92 cell-lines|IGF045/92 cells
species:ncbi:9606	IGF142/83 celllines|IGF142/83 cell-line|IGF142/83 cellline|IGF142/83 cell|IGF142/83 cell-lines|IGF142/83 cells
